"id","name","image","modified","updated_by_id","listened_count"
"102","DJ M.E.G","images/artists/image_ztqPY59.jpg","24/8/2023 10:44:56.-1f+00","1","0"
"103","Gilles Luka","images/artists/image_MyrKpcF.jpg","24/8/2023 11:02:16.-1f+00","1","0"
"104","Нюша","images/artists/image_TX356x0.jpg","24/8/2023 14:26:21.-1f+00","1","0"
"105","Владимир Шурочкин","images/artists/image_STSlLLT.jpg","24/8/2023 15:05:17.-1f+00","1","0"
"106","Dj Alexey Romeo","images/artists/image_A0wFfGe.jpg","5/12/2023 07:26:07.-1f+00","22","0"
"107","DJ Stylezz","images/artists/image_LZB94vH.jpg","24/8/2023 15:36:49.-1f+00","1","0"
"108","Ivan KiT","images/artists/image_kzi37zH.jpg","24/8/2023 15:49:07.-1f+00","1","0"
"109","Стас Пьеха","images/artists/image_0CgXov0.jpg","25/8/2023 07:57:11.-1f+00","1","0"
"110","Митя Фомин","images/artists/image_FO2sA1d.jpg","25/8/2023 08:10:39.-1f+00","1","0"
"111","Слава","images/artists/image_sRmBVWK.jpg","25/8/2023 08:19:03.-1f+00","1","0"
"112","Graig David","images/artists/image_YklRsZD.jpg","25/8/2023 10:02:42.-1f+00","1","0"
"113","Согдиана","images/artists/image_4fm5ipd.jpg","25/8/2023 11:25:49.-1f+00","1","0"
"114","Сосо Павлиашвили","images/artists/image_iiTCLLK.jpg","25/8/2023 12:00:25.-1f+00","1","0"
"115","Ирина Патлах","images/artists/image_37h9cAC.jpg","25/8/2023 12:53:00.-1f+00","1","0"
"116","Юлия Савичева","images/artists/image_CHnpNGQ.jpg","25/8/2023 13:07:57.-1f+00","1","0"
"117","Тимур Родригез","images/artists/image_r0KmNYf.jpg","25/8/2023 13:23:43.-1f+00","1","0"
"118","Пелагея","images/artists/image_33Y6PzA.jpg","27/8/2023 12:14:06.-1f+00","1","0"
"119","МакSим","images/artists/image_ARTDO3S.jpg","28/8/2023 07:09:26.-1f+00","1","0"
"120","Кристина Орбакайте","images/artists/image_tm1N5s3.jpg","28/8/2023 07:36:23.-1f+00","1","0"
"121","Алла Пугачева","images/artists/image_l7x4uEN.jpg","28/8/2023 08:32:54.-1f+00","1","0"
"122","Катя Лель","images/artists/image_xmVFPos.jpg","28/8/2023 09:29:05.-1f+00","1","0"
"127","Дискотека Авария","images/artists/image_dVOGgwC.jpg","31/8/2023 12:38:57.-1f+00","1","0"
"123","Юрий Шатунов","images/artists/image_dX1B3Kg.jpg","28/8/2023 10:01:31.-1f+00","1","0"
"124","Игорь Саруханов","images/artists/image_c84QQOl.jpg","28/8/2023 10:19:52.-1f+00","1","0"
"125","L'One","images/artists/image_3q7vnjY.jpg","31/8/2023 09:15:31.-1f+00","1","0"
"126","Dan Balan","images/artists/image_nYMyucc.jpeg","4/11/2023 05:44:07.-1f+00","1","0"
"128","Вика Крутая","images/artists/image_R2fsGxA.jpg","31/8/2023 12:51:51.-1f+00","1","0"
"129","Батишта","images/artists/image_b2phUdq.jpg","31/8/2023 13:01:43.-1f+00","1","0"
"130","Настя Задорожная","images/artists/image_Sjd1Sru.jpg","31/8/2023 13:09:41.-1f+00","1","0"
"131","Светлана Ходченкова","images/artists/image_E2dSVBc.jpg","31/8/2023 13:15:30.-1f+00","1","0"
"132","Стас Костюшкин","images/artists/image_Vni6Nb1.jpg","1/9/2023 05:22:34.-1f+00","1","0"
"45","Brandon Stone","images/artists/image_Bm11Idz.jpeg","1/12/2023 04:41:26.-1f+00","1","0"
"133","Александр Шоуа","images/artists/image_BZB8QtU.jpg","1/9/2023 07:16:40.-1f+00","1","0"
"134","Филипп Киркоров","images/artists/image_l8BJ9eh.jpg","1/9/2023 08:28:25.-1f+00","1","0"
"135","Анна Нетребко","images/artists/image_He337GZ.jpg","1/9/2023 08:36:03.-1f+00","1","0"
"136","Павел Воля","images/artists/image_p9eNrAc.jpg","1/9/2023 08:38:59.-1f+00","1","0"
"137","Эльдар Далгатов","images/artists/image_Arlzfzq.jpg","1/9/2023 09:16:42.-1f+00","1","0"
"138","Юлианна Караулова","images/artists/image_rhRaajg.jpg","1/9/2023 09:40:01.-1f+00","1","0"
"139","Ярослав Евдокимов","images/artists/image_8sDjzJ3.jpg","2/9/2023 07:51:31.-1f+00","1","0"
"140","Сергей Дубровин","images/artists/image_UtmEQy4.jpg","2/9/2023 08:37:00.-1f+00","1","0"
"141","Любовь Шепилова","images/artists/image_dINTvyf.jpg","2/9/2023 09:16:51.-1f+00","1","0"
"142","Ринат Каримов","images/artists/image_R7KzoxQ.jpg","2/9/2023 11:27:40.-1f+00","1","0"
"143","Наташа Королева","images/artists/image_USpCxBw.jpg","2/9/2023 11:55:32.-1f+00","1","0"
"144","Сергей Глушко ( Тарзан )","images/artists/image_QUe8DIV.jpg","2/9/2023 12:10:52.-1f+00","1","0"
"145","Марина Журавлёва","images/artists/image_FsmEUjg.jpg","2/9/2023 12:34:29.-1f+00","1","0"
"146","Мари Краймбрери","images/artists/image_Pi3fXJ8.jpg","3/9/2023 06:36:14.-1f+00","1","0"
"147","Alex Davia","images/artists/image_YVnt06H.jpg","3/9/2023 06:44:51.-1f+00","1","0"
"148","Макс Корж","images/artists/image_cd30idg.jpg","3/9/2023 07:16:26.-1f+00","1","0"
"149","Лариса Долина","images/artists/image_WPcgrjV.jpg","3/9/2023 09:04:49.-1f+00","1","0"
"150","Корни","images/artists/image_r3RiJ2x.jpg","4/9/2023 10:33:36.-1f+00","1","0"
"151","Ольга Кормухина","images/artists/image_imedJgN.jpg","4/9/2023 11:00:33.-1f+00","1","0"
"152","Алексей Белов","images/artists/image_3yyGW3W.jpg","4/9/2023 11:29:06.-1f+00","1","0"
"153","Владимир Высоцкий","images/artists/image_6Mh02xG.jpg","4/9/2023 11:36:48.-1f+00","1","0"
"154","Комиссар","images/artists/image_NNhn9Cd.jpg","4/9/2023 12:03:25.-1f+00","1","0"
"155","Комбинация","images/artists/image_b0DYVOh.jpg","4/9/2023 12:37:42.-1f+00","1","0"
"156","Клава Кока","images/artists/image_iJKH042.jpg","4/9/2023 14:00:08.-1f+00","1","0"
"157","MORGENSHTERN","images/artists/image_kVxezM9.jpeg","14/12/2023 07:08:41.-1f+00","22","0"
"158","Кипелов","images/artists/image_XOi7NPn.jpg","5/9/2023 06:37:54.-1f+00","1","0"
"159","Каста","images/artists/image_G1lHh9u.jpg","5/9/2023 07:18:26.-1f+00","1","0"
"160","Kristina Si","images/artists/image_5o7zSzk.jpg","5/9/2023 07:27:29.-1f+00","1","0"
"161","Каспийский Груз","images/artists/image_86C20La.jpg","5/9/2023 07:43:44.-1f+00","1","0"
"162","Влади","images/artists/image_0qOWvfr.jpg","5/9/2023 08:00:05.-1f+00","1","0"
"163","Loc-Dog","images/artists/image_zvxnI9v.jpg","5/9/2023 08:08:58.-1f+00","1","0"
"164","Кай Метов","images/artists/image_hobLBhO.jpg","5/9/2023 08:20:26.-1f+00","1","0"
"165","Ирина Круг","images/artists/image_HmlDxrz.jpg","6/9/2023 05:27:38.-1f+00","1","0"
"166","Александр Круг","images/artists/image_SOrXGDS.jpg","6/9/2023 05:52:17.-1f+00","1","0"
"167","Ирина Дубцова","images/artists/image_simKKEe.jpg","6/9/2023 06:03:24.-1f+00","1","0"
"168","Иракли","images/artists/image_DYYcNlM.jpg","6/9/2023 06:31:59.-1f+00","1","0"
"169","Леонид Руденко","images/artists/image_YvvZ58p.jpg","27/11/2023 11:44:06.-1f+00","1","0"
"170","DJ Groove","images/artists/image_bUqQryo.jpg","6/9/2023 06:46:31.-1f+00","1","0"
"171","Даша Суворова","images/artists/image_zFS9wD3.jpg","6/9/2023 06:54:09.-1f+00","1","0"
"172","ST1M","images/artists/image_CYoIBXh.jpg","6/9/2023 07:04:53.-1f+00","1","0"
"173","David Vendetta","images/artists/image_dLPANp0.jpg","6/9/2023 07:15:49.-1f+00","1","0"
"174","NEL","images/artists/image_7ox3Cbn.jpg","6/9/2023 07:20:37.-1f+00","1","0"
"175","Иосиф Кобзон","images/artists/image_PUM1l02.jpg","6/9/2023 07:38:25.-1f+00","1","0"
"176","Сати Казанова","images/artists/image_QzDqBKY.jpg","6/9/2023 07:52:38.-1f+00","1","0"
"177","DJ Nejtrino","images/artists/image_I2qkvEG.jpg","6/9/2023 07:56:59.-1f+00","1","0"
"178","DJ Baur","images/artists/image_0ijsLWp.jpg","6/9/2023 07:59:43.-1f+00","1","0"
"179","Юсиф Эйвазов","images/artists/image_9SRyzaL.jpg","6/9/2023 08:17:12.-1f+00","1","0"
"180","Игорь Крутой","images/artists/image_sGbk59n.jpg","6/9/2023 08:22:01.-1f+00","1","0"
"181","Игорь Корнелюк","images/artists/image_8vf2rkd.jpg","6/9/2023 11:39:37.-1f+00","1","0"
"182","Иванушки International","images/artists/image_DjbWvHW.jpg","6/9/2023 12:08:13.-1f+00","1","0"
"183","Виктор Зинчук","images/artists/image_KPkupcq.jpg","7/9/2023 06:08:13.-1f+00","1","0"
"184","Земфира","images/artists/image_jpww9mi.jpg","7/9/2023 06:33:18.-1f+00","1","0"
"185","Звери","images/artists/image_G5B894G.jpg","7/9/2023 07:55:16.-1f+00","1","0"
"186","Зара","images/artists/image_JxpWF6k.jpg","7/9/2023 08:30:31.-1f+00","1","0"
"187","Жека","images/artists/image_qOcG6A0.jpg","7/9/2023 09:17:01.-1f+00","1","0"
"188","Жасмин","images/artists/image_8e5WdOK.jpg","7/9/2023 09:59:06.-1f+00","1","0"
"189","Ёлка","images/artists/image_frrqLkm.jpg","5/12/2023 04:29:33.-1f+00","1","0"
"190","Егор Крид","images/artists/image_0mowxFC.jpg","7/9/2023 11:50:24.-1f+00","1","0"
"191","Мот","images/artists/image_freEsSb.jpg","7/9/2023 12:02:25.-1f+00","1","0"
"192","Molly","images/artists/image_VZFPGdZ.jpg","7/9/2023 12:11:11.-1f+00","1","0"
"193","Евгений Кемеровский","images/artists/image_nZARzG0.jpg","8/9/2023 05:17:18.-1f+00","1","0"
"194","Ева Польна","images/artists/image_YoexTSn.jpg","8/9/2023 05:44:16.-1f+00","1","0"
"195","Другие Правила","images/artists/image_PEK1edE.jpg","8/9/2023 07:13:47.-1f+00","1","0"
"196","Дора","images/artists/image_5lPuWzU.jpg","8/9/2023 07:33:06.-1f+00","1","0"
"197","ЛСП","images/artists/image_LPwcmJa.jpg","8/9/2023 07:43:48.-1f+00","1","0"
"198","Мэйби Бэйби","images/artists/image_UGeaU1q.jpg","8/9/2023 07:53:14.-1f+00","1","0"
"204","Добраночь","images/artists/image_g1Xr3Eq.jpg","8/9/2023 12:34:21.-1f+00","1","0"
"199","Доминик Джокер","images/artists/image.jpeg","8/9/2023 08:09:23.-1f+00","1","0"
"200","Катя Кокорина","images/artists/image_VrRjmVx.jpg","8/9/2023 08:14:24.-1f+00","1","0"
"201","LIL' ARCHI","images/artists/image_4FCEIjp.jpg","8/9/2023 08:18:42.-1f+00","1","0"
"202","EDGAR","images/artists/image_NllIxNa.jpg","6/12/2023 07:26:44.-1f+00","1","0"
"203","Доктор Ватсон","images/artists/image_QZCgIT7.jpg","8/9/2023 09:36:29.-1f+00","1","0"
"205","Дмитрий Колдун","images/artists/image_u4g0xWF.jpg","9/9/2023 05:48:43.-1f+00","1","0"
"206","Игра Слов группа","images/artists/image_7m8Tukp.jpg","9/9/2023 06:37:16.-1f+00","1","0"
"207","ДиДюЛя","images/artists/image_c02HGAj.jpg","10/9/2023 06:23:48.-1f+00","1","0"
"208","Джиган","images/artists/image_Yljv9C6.jpg","10/9/2023 07:09:11.-1f+00","1","0"
"209","Денис Клявер","images/artists/image_Bu05Tni.jpg","27/11/2023 07:08:43.-1f+00","1","0"
"210","ДДТ","images/artists/image_J4CWqPs.jpg","10/9/2023 09:08:22.-1f+00","1","0"
"211","Вячеслав Добрынин","images/artists/image_Ibd39O0.jpg","10/9/2023 10:03:27.-1f+00","1","0"
"212","Виктория Дайнеко","images/artists/image_D6ZP42F.jpg","10/9/2023 11:19:29.-1f+00","1","0"
"213","Вероника Долина","images/artists/image_bS4VYsB.jpg","10/9/2023 14:20:46.-1f+00","1","0"
"214","Валерий Курас","images/artists/image_xAyAesQ.jpg","11/9/2023 05:07:01.-1f+00","1","0"
"215","Вадим Казаченко","images/artists/image_ob9TDHL.jpg","11/9/2023 05:49:41.-1f+00","1","0"
"216","Брутто","images/artists/image_VMQFXGq.jpg","11/9/2023 07:35:47.-1f+00","1","0"
"217","NILETTO","images/artists/image_NQNB5jc.jpg","11/9/2023 10:39:07.-1f+00","1","0"
"218","Рыночные Отношения","images/artists/image_qwesf8r.jpg","11/9/2023 10:40:45.-1f+00","1","0"
"219","Би-2","images/artists/image_kYpQXSA.jpg","11/9/2023 10:52:03.-1f+00","1","0"
"220","Белый Орел","images/artists/image_fbjANKm.jpg","11/9/2023 11:31:19.-1f+00","1","0"
"221","Ассаи","images/artists/image_Sudxlaw.jpg","12/9/2023 05:46:29.-1f+00","1","0"
"222","Манижа","images/artists/image_tGai1VH.jpg","12/9/2023 05:53:05.-1f+00","1","0"
"223","Иван Дорн","images/artists/image_8ZxqDIV.jpg","12/9/2023 05:55:28.-1f+00","1","0"
"224","Ария","images/artists/image_6baSfom.jpg","12/9/2023 07:32:50.-1f+00","1","0"
"225","Андрей Державин","images/artists/image_t72V9w3.jpg","13/9/2023 06:29:40.-1f+00","1","0"
"226","Рада Рай","images/artists/image_RqvB3SW.jpg","14/9/2023 07:55:03.-1f+00","1","0"
"227","Алексей Гоман","images/artists/image_Yg7gFN7.jpg","15/9/2023 06:32:26.-1f+00","1","0"
"228","Александр Звинцов","images/artists/image_nCl35Ya.jpg","15/9/2023 07:04:03.-1f+00","1","0"
"229","Александр Дюмин","images/artists/image_oGhyvnF.jpg","15/9/2023 07:28:47.-1f+00","1","0"
"230","Таня Тишинская","images/artists/image_FPshxqS.jpg","15/9/2023 07:34:24.-1f+00","1","0"
"231","Светлана Питерская","images/artists/image_vgEuIHb.jpg","15/9/2023 07:37:30.-1f+00","1","0"
"232","Анжелика Агурбаш","images/artists/image_tLgU8On.jpg","15/9/2023 08:55:29.-1f+00","1","0"
"233","Zivert","images/artists/image_9RMDrs2.jpg","15/9/2023 09:43:26.-1f+00","1","0"
"234","Наргиз","images/artists/image_ofebye1.jpg","15/9/2023 10:01:54.-1f+00","1","0"
"235","Максим Фадеев","images/artists/image_alJnKv1.jpg","15/9/2023 10:13:39.-1f+00","1","0"
"236","Владимир Кузьмин","images/artists/image_4xe5Qro.jpg","19/9/2023 05:51:14.-1f+00","1","0"
"237","Guf","images/artists/image_h5E5yIL.jpg","19/9/2023 06:47:56.-1f+00","1","0"
"238","Slim","images/artists/image_0bTs1dS.jpg","19/9/2023 07:05:05.-1f+00","1","0"
"239","Тима Белорусских","images/artists/image_Y2pPKZz.jpg","19/9/2023 08:12:36.-1f+00","1","0"
"240","Татьяна Буланова","images/artists/image_PtKSUOM.jpg","19/9/2023 08:29:40.-1f+00","1","0"
"241","Скриптонит","images/artists/image_YD0WDZ2.jpg","24/11/2023 04:09:30.-1f+00","1","0"
"242","Eminem","images/artists/image_xfpGEgR.jpg","19/9/2023 11:44:52.-1f+00","22","0"
"243","СерьГа","images/artists/image_HVYc0XR.jpg","19/9/2023 12:05:53.-1f+00","1","0"
"244","Александр Маршал","images/artists/image_xFM8CJk.jpg","19/9/2023 12:15:18.-1f+00","1","0"
"245","Эдмунд Шклярский","images/artists/image_QDzvPdu.jpg","19/9/2023 12:19:04.-1f+00","1","0"
"246","Young M.A","images/artists/image_yUmyhKg.jpg","19/9/2023 12:25:56.-1f+00","22","0"
"247","Royce Da 5'9","images/artists/image_dzMbbt7.jpg","19/9/2023 12:46:35.-1f+00","22","0"
"248","White Gold","images/artists/image_HiYZE7D.jpg","19/9/2023 12:54:13.-1f+00","22","0"
"249","Ed Sheeran","images/artists/image_fxfQkAh.jpg","15/11/2023 18:02:59.-1f+00","22","0"
"250","Juice WRLD","images/artists/image_xqylYvP.jpg","19/9/2023 17:34:11.-1f+00","22","0"
"251","Skylar Grey","images/artists/image_vBosij8.jpg","19/9/2023 17:43:57.-1f+00","22","0"
"252","Black Thought","images/artists/image_zWTqVWn.jpg","19/9/2023 17:54:06.-1f+00","22","0"
"253","Q-Tip","images/artists/image_Ym3AKKj.jpg","19/9/2023 17:56:21.-1f+00","22","0"
"254","dEnAuN","images/artists/image_twJZIOs.jpg","19/9/2023 18:01:26.-1f+00","22","0"
"255","Anderson .Paak","images/artists/image_1H5dPqU.jpg","19/9/2023 18:20:43.-1f+00","22","0"
"256","Don Toliver","images/artists/image_wDggANN.jpg","19/9/2023 18:29:00.-1f+00","22","0"
"257","Kxng Crooked","images/artists/image_ooCNNfl.jpg","19/9/2023 18:33:28.-1f+00","22","0"
"258","Joell Ortiz","images/artists/image_OtopL2u.jpg","19/9/2023 18:41:42.-1f+00","22","0"
"259","Vanotek","images/artists/image_HAoekWY.jpg","20/9/2023 10:23:53.-1f+00","22","0"
"270","D12","images/artists/image_JEjpoxN.jpg","20/9/2023 21:02:30.-1f+00","22","0"
"261","Minelli","images/artists/image_HJ2Z13d.jpg","20/9/2023 18:32:55.-1f+00","22","0"
"262","Hevito","images/artists/image_xAzdFk9.jpg","20/9/2023 18:48:20.-1f+00","22","0"
"263","Eneli","images/artists/image_cwLtiwc.jpg","20/9/2023 18:57:13.-1f+00","22","0"
"264","Dido","images/artists/image_9XeXiNk.jpg","20/9/2023 19:53:15.-1f+00","22","0"
"265","RBX","images/artists/image_dmMEmUp.jpg","20/9/2023 20:15:37.-1f+00","22","0"
"266","Sticky Fingaz","images/artists/image_4k7NELA.jpg","20/9/2023 20:19:02.-1f+00","22","0"
"267","Bizarre","images/artists/image_h8c0ATx.jpg","20/9/2023 20:41:38.-1f+00","22","0"
"268","Snoop Dogg","images/artists/image_byeLPau.jpg","20/9/2023 20:50:46.-1f+00","22","0"
"269","Dr. Dre","images/artists/image_4tBRxJz.jpg","20/9/2023 20:52:44.-1f+00","22","0"
"271","Linkin Park","images/artists/image_vqsp0Ng.jpg","20/9/2023 21:13:32.-1f+00","22","0"
"272","Beyonce","images/artists/image_6D48Smk.jpg","20/9/2023 21:22:34.-1f+00","22","0"
"273","Jay-Z","images/artists/image_cCMoObp.jpg","20/9/2023 21:25:40.-1f+00","22","0"
"274","Big Boi","images/artists/image_7j25atC.jpg","20/9/2023 21:43:22.-1f+00","22","0"
"275","Missy Elliott","images/artists/image_VobQgAV.jpg","20/9/2023 21:46:45.-1f+00","22","0"
"276","The Beatles","images/artists/image_6i5xmIu.jpg","20/9/2023 21:51:20.-1f+00","22","0"
"277","Михаил Гребенщиков","images/artists/image_gnXiu7v.jpg","21/9/2023 11:25:57.-1f+00","1","0"
"278","Sean Paul","images/artists/image_8ItgQrz.jpg","21/9/2023 18:56:42.-1f+00","22","0"
"279","Кристина Аглинц","images/artists/image_KmLz4sc.jpg","22/9/2023 05:36:46.-1f+00","1","0"
"280","Манана Гогитидзе","images/artists/image_4k9zTDp.jpg","22/9/2023 06:11:32.-1f+00","1","0"
"281","Николай Гнатюк","images/artists/image_wSIeD58.jpg","22/9/2023 06:47:51.-1f+00","1","0"
"282","Tomas N'evergreen","images/artists/image_RkSEcu6.jpg","22/9/2023 08:21:29.-1f+00","1","0"
"283","Obie Trice","images/artists/image_VfXxqHf.jpg","22/9/2023 11:42:45.-1f+00","22","0"
"284","Dina Rae","images/artists/image_QjqK0zs.jpg","22/9/2023 12:01:00.-1f+00","22","0"
"285","Nate Dogg","images/artists/image_BIdELka.jpg","22/9/2023 12:28:09.-1f+00","22","0"
"286","Hailie Jade","images/artists/image_0xt5Hdi.jpg","22/9/2023 12:29:18.-1f+00","22","0"
"287","Рем Дигга","images/artists/image_aWE8fKV.jpg","23/9/2023 05:15:37.-1f+00","1","0"
"288","Монеточка","images/artists/image_lGUzori.jpg","23/9/2023 05:21:39.-1f+00","1","0"
"289","Вадяра Блюз","images/artists/image_47wZDcw.jpeg","23/9/2023 06:46:42.-1f+00","1","0"
"290","Noize MC","images/artists/image_cIYQfXT.jpg","23/9/2023 05:39:51.-1f+00","1","0"
"291","Alyona Alyona","images/artists/image_8BSb79c.jpg","23/9/2023 05:47:26.-1f+00","1","0"
"292","Anacondaz","images/artists/image_Eu2dHLa.jpg","23/9/2023 05:52:25.-1f+00","1","0"
"293","Валерий Леонтьев","images/artists/image_M94Z1My.jpg","23/9/2023 07:44:38.-1f+00","1","0"
"294","Игорь Николаев","images/artists/image_va39MI6.jpg","23/9/2023 08:50:20.-1f+00","1","0"
"295","Ачи Пурцеладзе","images/artists/image_9MSHL2a.jpg","24/9/2023 05:39:38.-1f+00","1","0"
"297","Маргарита Позоян","images/artists/image_wZVwT7O.jpg","24/9/2023 07:21:40.-1f+00","1","0"
"325","Серёга","images/artists/image_rz2d4hw.jpg","5/10/2023 08:55:58.-1f+00","1","0"
"298","Александр Розенбаум","images/artists/image_ooktAiK.jpg","25/9/2023 10:58:51.-1f+00","1","0"
"299","Градусы","images/artists/image_mbFewQB.jpg","25/9/2023 12:05:14.-1f+00","1","0"
"300","Гости Из Будущего","images/artists/image_HVVwvxz.jpg","25/9/2023 13:09:55.-1f+00","1","0"
"301","Город 312","images/artists/image_IAYRJS5.jpg","26/9/2023 06:27:03.-1f+00","1","0"
"302","GAiNA","images/artists/image_voPiImu.jpg","26/9/2023 07:55:24.-1f+00","1","0"
"303","Воскресение","images/artists/image_fBFrzpF.jpg","26/9/2023 08:54:09.-1f+00","1","0"
"304","Воровайки","images/artists/image_IQrXixc.jpg","26/9/2023 09:54:46.-1f+00","1","0"
"305","Винтаж","images/artists/image_HvROKip.jpg","26/9/2023 12:19:59.-1f+00","1","0"
"326","Toto Cutugno","images/artists/image_EH97bTl.jpg","5/10/2023 08:59:27.-1f+00","1","0"
"306","ВИА Гра","images/artists/image_rHJamGg.jpeg","27/9/2023 07:00:59.-1f+00","1","0"
"307","Весёлые ребята","images/artists/image_2gCXFzF.jpg","27/9/2023 12:21:21.-1f+00","1","0"
"308","ST","images/artists/image_UCQjvRe.jpg","28/9/2023 08:42:18.-1f+00","1","0"
"309","Братья Поздняковы","images/artists/image_4KPR6tH.jpg","29/9/2023 05:24:48.-1f+00","1","0"
"310","Братья Грим","images/artists/image_hBWHvkR.jpg","29/9/2023 06:34:05.-1f+00","1","0"
"311","Браво","images/artists/image_G46pNf7.jpg","29/9/2023 07:33:44.-1f+00","1","0"
"312","Блестящие","images/artists/image_oK9Ryax.jpg","29/9/2023 10:19:39.-1f+00","1","0"
"313","Arash","images/artists/image_luDttBp.jpg","29/9/2023 10:27:02.-1f+00","1","0"
"314","DJ Smash","images/artists/image_WLwzsbT.jpg","30/9/2023 06:39:07.-1f+00","1","0"
"315","Сплин","images/artists/image_RfrUkS1.jpg","1/10/2023 10:44:22.-1f+00","1","0"
"347","Елена Есенина","images/artists/image_6tyfavN.jpg","11/10/2023 11:52:07.-1f+00","1","0"
"317","Big Sean","images/artists/image_6MUuSZe.jpg","3/10/2023 12:27:58.-1f+00","22","0"
"318","Mac Miller","images/artists/image_9aQ6LyK.jpg","3/10/2023 13:05:41.-1f+00","22","0"
"319","Nathan Sykes","images/artists/image_P8OhJc7.jpg","3/10/2023 13:22:49.-1f+00","22","0"
"320","Iggy Azalea","images/artists/image_ZsGrTQi.jpg","3/10/2023 21:23:24.-1f+00","22","0"
"321","Сергей Бобунец","images/artists/image_sOpLOLU.jpg","4/10/2023 04:54:43.-1f+00","1","0"
"322","Смоки Мо","images/artists/image_FOaO2Ao.jpg","4/10/2023 05:42:39.-1f+00","1","0"
"323","Светлана Лазарева","images/artists/image_f6rONDP.jpg","4/10/2023 12:14:32.-1f+00","1","0"
"324","Премьер-Министр","images/artists/image_BOIQ04N.jpg","5/10/2023 08:10:13.-1f+00","1","0"
"340","Диана Арбенина","images/artists/image_nKp8vRO.jpg","9/10/2023 11:27:26.-1f+00","1","0"
"327","Марина Девятова","images/artists/image_dndWk87.jpg","5/10/2023 09:47:34.-1f+00","1","0"
"328","Борис Моисеев","images/artists/image_iY4JpDT.jpg","5/10/2023 09:50:26.-1f+00","1","0"
"329","Александр Барыкин","images/artists/image_MT9oVeT.jpg","7/10/2023 04:47:49.-1f+00","1","0"
"330","Владимир Пресняков","images/artists/image_MCASHdA.jpg","7/10/2023 04:55:03.-1f+00","1","0"
"331","Мария Наумова","images/artists/image_2xHHd6z.jpg","7/10/2023 05:02:30.-1f+00","1","0"
"332","Владимир Пресняков (Старший)","images/artists/image_vhIMSv3.jpg","7/10/2023 05:59:26.-1f+00","1","0"
"333","Карандаш","images/artists/image_CG7F5eN.jpg","7/10/2023 06:46:54.-1f+00","1","0"
"334","Пицца","images/artists/image_AAtqyZL.jpg","7/10/2023 06:52:21.-1f+00","1","0"
"335","Нигатив","images/artists/image_dh7RB35.jpg","7/10/2023 07:34:03.-1f+00","1","0"
"336","Пара Нормальных","images/artists/image_0qt8L90.jpg","7/10/2023 10:50:44.-1f+00","1","0"
"337","Отпетые Мошенники","images/artists/image_OVAczbQ.jpg","7/10/2023 12:03:56.-1f+00","1","0"
"338","Карина Кокс","images/artists/image_Cky5zR6.jpg","7/10/2023 12:10:47.-1f+00","1","0"
"339","Ночные Снайперы","images/artists/image_X14xXa2.jpg","9/10/2023 10:17:12.-1f+00","1","0"
"341","Николай Носков","images/artists/image_sctCoFV.jpg","10/10/2023 04:02:19.-1f+00","1","0"
"316","Ariana Grande","images/artists/image_1JS6uVy.jpeg","10/10/2023 11:52:39.-1f+00","1","0"
"348","A$AP Ferg","images/artists/image_8x45i7y.jpg","11/10/2023 12:37:46.-1f+00","22","0"
"342","HAZИMA","images/artists/image_XRLshRx.jpeg","11/10/2023 05:37:39.-1f+00","1","0"
"343","Александр Панайотов","images/artists/image_Zgmv29E.jpg","11/10/2023 05:59:45.-1f+00","1","0"
"344","Артём Пивоваров","images/artists/image_8KzsqNG.jpg","11/10/2023 06:16:11.-1f+00","1","0"
"345","Миша Марвин","images/artists/image_cIfTT0m.jpg","11/10/2023 09:06:22.-1f+00","1","0"
"346","Миша Крупин","images/artists/image_2Ploczr.jpg","11/10/2023 09:34:50.-1f+00","1","0"
"349","Nicki Minaj","images/artists/image_v8sRtXh.jpg","20/11/2023 16:32:23.-1f+00","1","0"
"350","Lil Wayne","images/artists/image_Ue23CyZ.jpg","28/11/2023 06:38:12.-1f+00","22","0"
"351","Macy Gray","images/artists/image_0evmsf6.jpg","11/10/2023 13:57:05.-1f+00","22","0"
"352","Future","images/artists/image_LAM5w2O.jpg","11/10/2023 14:06:20.-1f+00","22","0"
"353","Многоточие","images/artists/image_QRbFT4g.jpg","12/10/2023 04:00:15.-1f+00","1","0"
"354","Машина Времени","images/artists/image_qPm8bD1.jpg","12/10/2023 07:48:09.-1f+00","1","0"
"355","Мачете","images/artists/image_KQQJpAX.jpg","13/10/2023 05:01:56.-1f+00","1","0"
"356","Pharrell Williams","images/artists/image_CIDszSM.jpg","13/10/2023 23:27:44.-1f+00","22","0"
"357","Любэ","images/artists/image_KuCBeM9.jpg","14/10/2023 06:33:33.-1f+00","1","0"
"358","Сергей Любавин","images/artists/image_2CwNzbQ.jpg","15/10/2023 06:17:35.-1f+00","1","0"
"359","Катерина Голицына","images/artists/image_nxtJPv0.jpg","15/10/2023 08:01:44.-1f+00","1","0"
"360","Лолита Милявская","images/artists/image_572tTl7.jpg","15/10/2023 11:12:12.-1f+00","1","0"
"362","Janet Jackson","images/artists/image_fEfatZ9.jpg","15/10/2023 19:24:31.-1f+00","22","0"
"363","Timbaland","images/artists/image_sJZQDdi.jpg","15/10/2023 19:53:46.-1f+00","22","0"
"365","Three 6 Mafia","images/artists/image_F2l2xWm.jpg","15/10/2023 19:56:43.-1f+00","22","0"
