"id","name","image","modified","year","trend","updated_by_id"
"245","Липкие Руки 2","images/albums/image_XPBNUIL.jpg","9/10/2023 06:38:21.-1f+00","2000","f","1"
"246","Фигня","images/albums/image_zzfG3h5.jpg","9/10/2023 07:06:40.-1f+00","1999","f","1"
"247","Всяко-разно","images/albums/image_FInjy3k.jpg","9/10/2023 07:39:35.-1f+00","1998","f","1"
"248","Из цветного пластилина","images/albums/image_ywZFFzf.jpg","9/10/2023 08:57:59.-1f+00","1997","f","1"
"249","Выбирать Чудо","images/albums/image_37KtbcQ.jpg","9/10/2023 09:36:35.-1f+00","2010","f","1"
"250","Невыносимая лёгкость бытия","images/albums/image_qZjR1XU.jpg","9/10/2023 10:18:49.-1f+00","2019","f","1"
"251","Выживут только влюблённые","images/albums/image_bgfDXmh.jpg","9/10/2023 10:51:20.-1f+00","2016","f","1"
"252","Мальчик На Шаре","images/albums/image_QJ3ryxl.jpg","9/10/2023 11:31:25.-1f+00","2014","f","1"
"253","Акустика. Песни как они есть","images/albums/image_RtwJ35J.jpg","9/10/2023 12:01:13.-1f+00","2013","f","1"
"254","По пояс в небе","images/albums/image_PYHOnAV.jpg","10/10/2023 04:11:45.-1f+00","2006","f","1"
"255","Дышу тишиной","images/albums/image_pS7XRMB.jpg","10/10/2023 04:38:11.-1f+00","2000","f","1"
"256","Паранойя","images/albums/image_VrMawd7.jpg","10/10/2023 05:05:51.-1f+00","1999","f","1"
"257","Блажь","images/albums/image_U9dIEKu.jpg","10/10/2023 05:54:28.-1f+00","1998","f","1"
"258","Mother Russia","images/albums/image_1RgL2Fs.jpg","10/10/2023 06:22:42.-1f+00","1995","f","1"
"1238","Сколько в жизни видал","images/albums/image_7Q3EgtH.jpg","20/12/2023 06:14:52.-1f+00","2004","f","23"
"259","Gorky Park","images/albums/image_uok86uW.jpg","10/10/2023 07:29:29.-1f+00","1989","f","1"
"260","Секреты","images/albums/image_3i9G0KJ.jpg","11/10/2023 05:38:49.-1f+00","2019","f","1"
"261","Добрая музыка клавиш","images/albums/image_8iNZ86j.jpg","11/10/2023 06:53:43.-1f+00","2017","f","1"
"262","Наизнанку","images/albums/image_Pdn92U7.jpg","11/10/2023 08:27:48.-1f+00","2016","f","1"
"263","92 дня","images/albums/image_TZfl5I7.jpg","11/10/2023 09:09:40.-1f+00","2016","f","1"
"264","Azbuka Morze","images/albums/image_5GvfirF.jpg","11/10/2023 09:39:30.-1f+00","2014","f","1"
"265","Ремонт","images/albums/image_AExFzyB.jpg","11/10/2023 10:14:39.-1f+00","2012","f","1"
"266","Remote","images/albums/image_34YAsvN.jpg","11/10/2023 10:42:50.-1f+00","2011","f","1"
"267","Чёрточка","images/albums/image_uMezrKc.jpg","11/10/2023 11:17:34.-1f+00","2013","f","1"
"268","Какие люди в Голливуде","images/albums/image_itdrbtF.jpg","11/10/2023 11:32:05.-1f+00","2018","f","1"
"269","Во Мне Моя Любовь","images/albums/image_mu22fkX.jpg","11/10/2023 11:53:54.-1f+00","2010","f","1"
"270","Dangerous Woman","images/albums/image_gurh9vt.jpg","11/10/2023 12:53:22.-1f+00","2016","f","22"
"271","За Бесконечность Времени…","images/albums/image_zsKdLi1.jpg","12/10/2023 04:01:44.-1f+00","2007","f","1"
"272","Fuckt #1","images/albums/image_nv9Ux1u.jpg","12/10/2023 06:13:35.-1f+00","2005","f","1"
"273","Неномерной","images/albums/image_b3yENit.jpg","12/10/2023 07:13:27.-1f+00","2003","f","1"
"274","Вы","images/albums/image_MsPt4mi.jpg","12/10/2023 07:49:25.-1f+00","2016","f","1"
"275","Машины не парковать","images/albums/image_8AllZhO.jpg","12/10/2023 08:17:45.-1f+00","2009","f","1"
"276","Time Machine","images/albums/image_zt7uJc9.jpg","12/10/2023 09:03:23.-1f+00","2007","f","1"
"277","Машинально","images/albums/image_XiOTFfP.jpg","12/10/2023 10:24:32.-1f+00","2004","f","1"
"278","Место, Где Свет","images/albums/image_Bkw4bPi.jpg","12/10/2023 11:23:41.-1f+00","2001","f","1"
"279","Часы И Знаки","images/albums/image_fr6SVAj.jpg","12/10/2023 12:07:47.-1f+00","1999","f","1"
"280","Отрываясь","images/albums/image_CWp2Dqb.jpg","12/10/2023 12:43:05.-1f+00","1997","f","1"
"281","AMBASSADOR","images/albums/image_5Lzcu0J.jpg","13/10/2023 05:08:38.-1f+00","2023","f","1"
"282","News Time","images/albums/image_6rbTdMu.jpg","13/10/2023 05:49:27.-1f+00","2021","f","1"
"283","Karmalogic I","images/albums/image_u3lrB8y.jpg","13/10/2023 06:36:34.-1f+00","2020","f","1"
"284","Karmalogic II","images/albums/image_fMdcik7.jpg","13/10/2023 07:33:33.-1f+00","2020","f","1"
"285","Karmalogic III","images/albums/image_aNa5WXG.jpg","13/10/2023 08:47:26.-1f+00","2020","f","1"
"286","I'MPULS","images/albums/image_OHBtD9a.jpg","13/10/2023 09:44:16.-1f+00","2019","f","1"
"287","Мачете","images/albums/image_idXuHml.jpg","13/10/2023 10:33:40.-1f+00","2012","f","1"
"288","Другая реальность (Deluxe Version)","images/albums/image_27YnkXs.jpg","13/10/2023 11:48:01.-1f+00","2014","f","1"
"289","Одиночка","images/albums/image_ClMjCnl.jpg","13/10/2023 12:50:08.-1f+00","2009","f","1"
"290","Sweetener","images/albums/image_gbqkC6K.jpg","13/10/2023 23:33:15.-1f+00","2018","f","22"
"291","Мой Рай","images/albums/image_m24lUK2.jpg","14/10/2023 04:42:17.-1f+00","2008","f","1"
"292","Трудный Возраст","images/albums/image_Pp9KX1i.jpg","14/10/2023 05:46:52.-1f+00","2006","f","1"
"293","За тебя, Родина-мать","images/albums/image_Uo4IePt.jpg","14/10/2023 06:34:39.-1f+00","2015","f","1"
"294","Песни о людях","images/albums/image_VWPtedY.jpg","14/10/2023 07:25:16.-1f+00","1997","f","1"
"295","Собрание сочинений","images/albums/image_cV88yJJ.jpg","14/10/2023 08:05:42.-1f+00","1996","f","1"
"296","Романсы","images/albums/image_8fWWVb4.jpg","15/10/2023 06:18:30.-1f+00","2012","f","1"
"297","Две звезды","images/albums/image_KPzWlCb.jpg","15/10/2023 08:03:51.-1f+00","2013","f","1"
"298","Признание","images/albums/image_TE264B4.jpg","15/10/2023 09:08:33.-1f+00","2012","f","1"
"299","Босяцкие песни","images/albums/image_WhFDJkY.jpg","15/10/2023 10:10:25.-1f+00","2006","f","1"
"300","Страна Катает","images/albums/image_7qwfOtP.jpg","15/10/2023 10:25:11.-1f+00","2005","f","1"
"301","Раневская","images/albums/image_oNk9fS0.jpg","15/10/2023 11:13:56.-1f+00","2018","f","1"
"302","Justified","images/albums/image_3MaDekN.jpg","15/10/2023 18:25:29.-1f+00","2002","f","22"
"1247","Я боюсь твоей любви","images/albums/image_jn0co34.jpg","20/12/2023 07:05:45.-1f+00","1996","f","23"
"303","FutureSex-LoveSounds","images/albums/image_Ct4rxM2.jpg","16/11/2023 18:19:43.-1f+00","2006","f","1"
"304","The 20-20 Experience (Deluxe Version)","images/albums/image_bv6NXzC.jpg","15/10/2023 21:03:34.-1f+00","2013","f","22"
"305","Анатомия","images/albums/image_if0toM4.jpg","16/10/2023 04:18:54.-1f+00","2014","f","1"
"306","Ориентация север","images/albums/image_L89woq8.jpg","16/10/2023 05:04:57.-1f+00","2007","f","1"
"307","Мне 41… а кто даст?","images/albums/image_P9m31AQ.jpg","16/10/2023 06:08:04.-1f+00","2007","f","1"
"308","Шоу разведенной женщины","images/albums/image_rYxyDNU.jpg","16/10/2023 07:32:14.-1f+00","2003","f","1"
"309","Создан для тебя","images/albums/image_rAuPcn3.jpg","16/10/2023 09:23:29.-1f+00","2018","f","1"
"310","Моя последняя любовь","images/albums/image_za1vCQS.jpg","17/10/2023 04:52:05.-1f+00","2018","f","1"
"311","Я тебе подарю","images/albums/image_kjHO1dp.jpg","17/10/2023 05:41:25.-1f+00","2015","f","1"
"312","Песни Победы","images/albums/image_VPRlsGZ.jpg","17/10/2023 06:53:04.-1f+00","2015","f","1"
"313","Маски","images/albums/image_JWouOYh.jpg","17/10/2023 08:48:21.-1f+00","2013","f","1"
"314","Поцелуй на бис","images/albums/image_LOvg6cn.jpg","17/10/2023 09:28:33.-1f+00","2011","f","1"
"315","Man of the Woods","images/albums/image_XDMqDtF.jpg","17/10/2023 16:40:56.-1f+00","2018","f","22"
"317","The Best. Часть 2","images/albums/image_F1Am0Ke.jpg","18/10/2023 07:27:24.-1f+00","2009","f","1"
"316","The Best. Часть 1","images/albums/image_dEvQg1S.jpg","18/10/2023 06:05:02.-1f+00","2009","f","1"
"318","Слышишь - это я...","images/albums/image_mCITVNq.jpg","18/10/2023 08:31:51.-1f+00","2008","f","1"
"319","Я твоя","images/albums/image_qgrRvbq.jpg","18/10/2023 10:01:00.-1f+00","2008","f","1"
"320","Кручу-верчу","images/albums/image_dCyzdYO.jpg","18/10/2023 11:35:45.-1f+00","2005","f","1"
"321","Джага-джага","images/albums/image_xoHTNJd.jpg","19/10/2023 05:11:12.-1f+00","2004","f","1"
"322","Между нами","images/albums/image_BFFiLON.jpg","19/10/2023 06:37:01.-1f+00","2002","f","1"
"323","Переобулась","images/albums/image_UcXUpqR.jpg","19/10/2023 08:30:40.-1f+00","2018","f","1"
"324","Ben","images/albums/image_CWbrIUx.jpg","19/10/2023 09:32:25.-1f+00","1972","f","22"
"325","ННКН","images/albums/image_vDezzb6.jpg","19/10/2023 09:39:02.-1f+00","2017","f","1"
"326","Off The Wall","images/albums/image_t6DmcAL.jpg","19/10/2023 10:02:54.-1f+00","1979","f","22"
"327","Thriller","images/albums/image_u3uq4DX.jpg","19/10/2023 10:41:54.-1f+00","1982","f","22"
"328","Bad","images/albums/image_DEJeZm9.jpg","19/10/2023 23:27:58.-1f+00","1987","f","22"
"329","Dangerous","images/albums/image_PqXhsIQ.jpg","20/10/2023 00:08:31.-1f+00","1991","f","22"
"330","HIStory","images/albums/image_QZIT11k.jpg","20/10/2023 09:31:36.-1f+00","1995","f","22"
"331","HIStory Disc 2","images/albums/image_iPL4FQQ.jpg","20/10/2023 10:33:59.-1f+00","1995","f","22"
"332","Всё пошло по весне","images/albums/image_DTLQA4z.jpg","21/10/2023 05:38:32.-1f+00","2016","f","1"
"333","Линия жизни","images/albums/image_KzjaJN3.jpg","21/10/2023 06:31:23.-1f+00","2014","f","1"
"334","Как Ты Прекрасна","images/albums/image_t9vqYl6.jpg","21/10/2023 08:10:00.-1f+00","2006","f","1"
"335","Здравствуй","images/albums/image_3jqPAiS.jpg","21/10/2023 09:29:27.-1f+00","2004","f","1"
"336","Прости и отпусти","images/albums/image_9pTKoDt.jpg","21/10/2023 10:31:18.-1f+00","2002","f","1"
"337","Туда-сюда!","images/albums/image_Cvma7Lx.jpg","21/10/2023 11:30:12.-1f+00","2018","f","1"
"355","Внезапный будильник","images/albums/image_BadrwrY.jpg","25/10/2023 12:16:23.-1f+00","2013","f","1"
"338","Маргулис","images/albums/image_h6loYpA.jpeg","22/10/2023 06:25:24.-1f+00","2013","f","1"
"339","Продолжение следует...","images/albums/image_Jrtp4os.jpg","22/10/2023 07:37:06.-1f+00","2007","f","1"
"340","Открой мне дверь!","images/albums/image_Fm0ekAd.jpg","22/10/2023 09:01:01.-1f+00","2012","f","1"
"341","Fuc*in' rock'n'roll","images/albums/image_JBPniqd.jpg","22/10/2023 10:17:40.-1f+00","2005","f","1"
"342","А девочкам так холодно ...","images/albums/image_Rx4wgp6.jpg","22/10/2023 11:28:03.-1f+00","2004","f","1"
"343","Цветок свобода","images/albums/image_u9zcG6c.jpg","23/10/2023 07:04:53.-1f+00","2013","f","1"
"344","Последний альбом","images/albums/image_GApDDje.jpg","23/10/2023 08:04:28.-1f+00","2013","f","1"
"345","Неволюшка","images/albums/image_D95IWJu.jpg","23/10/2023 09:16:27.-1f+00","2012","f","1"
"346","Наша Жизнь","images/albums/image_PocnrsT.jpg","23/10/2023 11:04:23.-1f+00","2008","f","1"
"347","Улыбнись, Россия","images/albums/image_rbWIlWg.jpg","23/10/2023 12:01:30.-1f+00","2006","f","1"
"348","Водопад","images/albums/image_K6g8mhb.jpg","24/10/2023 05:24:46.-1f+00","2009","f","1"
"349","Второй. Песни Владимира Высоцкого","images/albums/image_gjacZGf.jpg","24/10/2023 07:32:12.-1f+00","2007","f","1"
"350","Лабиринт","images/albums/image_XV0egHf.jpg","24/10/2023 08:22:37.-1f+00","2006","f","1"
"351","В центре земли","images/albums/image_REUo1vK.jpg","24/10/2023 09:12:33.-1f+00","2006","f","1"
"352","На струнах дождя","images/albums/image_jVy3Pg6.jpg","24/10/2023 10:17:31.-1f+00","2002","f","1"
"353","Спасибо люди","images/albums/image_kuHaEbn.jpg","25/10/2023 08:00:26.-1f+00","2000","f","1"
"354","Целая жизнь","images/albums/image_M4AjuH0.jpg","25/10/2023 10:03:47.-1f+00","1997","f","1"
"356","Вопреки [Limited Digipack Edition]","images/albums/image_fxOE4Kx.jpg","26/10/2023 10:40:38.-1f+00","2008","f","1"
"357","Нега","images/albums/image_cH9kAXR.jpg","26/10/2023 11:49:37.-1f+00","2003","f","1"
"358","Художник","images/albums/image_UWtI3rF.jpg","28/10/2023 05:27:30.-1f+00","2011","f","1"
"359","Годы Странствий","images/albums/image_lXAmEot.jpg","28/10/2023 07:12:15.-1f+00","2009","f","1"
"360","Падаю в небеса","images/albums/image_B67o2ab.jpg","29/10/2023 06:17:10.-1f+00","2005","f","1"
"361","Ночной звонок","images/albums/image_p8AU8RP.jpg","29/10/2023 07:35:44.-1f+00","2004","f","1"
"362","Кленовый лист","images/albums/image_wEmTJ8E.jpg","29/10/2023 09:07:41.-1f+00","2003","f","1"
"366","The 20-20 Experience - 2 of 2 (Deluxe)","images/albums/image_gspF36Z.jpeg","30/10/2023 15:13:42.-1f+00","2013","f","22"
"363","Приглашение на закат","images/albums/image_IyowXfl.jpeg","30/10/2023 06:36:03.-1f+00","2008","f","1"
"364","А был ли мальчик?","images/albums/image_ZwKfgLK.jpg","30/10/2023 08:46:30.-1f+00","2002","f","1"
"367","Ритм лю Блюз","images/albums/image_VYC8IsZ.jpg","31/10/2023 05:22:31.-1f+00","2020","f","1"
"365","Речной трамвайчик","images/albums/image_YiRYdgK.jpeg","30/10/2023 11:38:53.-1f+00","2001","f","1"
"368","Метафизика","images/albums/image_VGhgtn3.jpg","31/10/2023 07:11:47.-1f+00","2015","f","1"
"375","Mr.Justin Timbarlake","images/albums/image_zUC2DSG.jpg","1/11/2023 16:20:14.-1f+00","2008","f","22"
"369","Рубашка нараспашку","images/albums/image_CtKVJus.jpg","1/11/2023 07:27:36.-1f+00","2010","f","1"
"370","Мечта блатного поэта","images/albums/image_pBoozLy.jpg","1/11/2023 07:28:58.-1f+00","2009","f","1"
"371","Альфа и Омега","images/albums/image_r6CoJ5c.jpg","1/11/2023 10:34:05.-1f+00","2014","f","1"
"372","Формула любви","images/albums/image_iLKayGi.jpg","1/11/2023 10:38:52.-1f+00","2010","f","1"
"373","Леди дождя","images/albums/image_WWNXnqZ.jpg","1/11/2023 10:40:18.-1f+00","2006","f","1"
"374","Suite 806","images/albums/image_PayzyX7.jpg","1/11/2023 10:46:53.-1f+00","2010","f","22"
"376","Не уезжай","images/albums/image_q2wLad5.jpg","4/11/2023 06:59:55.-1f+00","2020","f","1"
"377","Давай убежим","images/albums/image_FBpdv28.jpg","4/11/2023 07:01:45.-1f+00","2018","f","1"
"378","Благодарю Вселенную","images/albums/image_8M8O4cD.jpg","4/11/2023 08:39:54.-1f+00","2017","f","1"
"379","А, что цыгане делают","images/albums/image_Yq5mU4e.jpg","4/11/2023 08:42:23.-1f+00","2005","f","1"
"1239","Всё, что в жизни есть у меня","images/albums/image_LC0ap9U.jpg","20/12/2023 06:26:31.-1f+00","2001","f","23"
"381","Unorthodox Jukebox","images/albums/image_cShiGFe.jpg","6/11/2023 06:48:19.-1f+00","2012","f","22"
"382","24K Magic","images/albums/image_YfIzmwd.jpg","6/11/2023 08:33:27.-1f+00","2016","f","22"
"383","Doo-Wops And Hooligans","images/albums/image_S9pl8bF.jpg","6/11/2023 11:48:37.-1f+00","2010","f","22"
"384","Выбираю тебя","images/albums/image_bejeCHb.jpg","8/11/2023 08:08:37.-1f+00","2015","f","1"
"385","From A Room: Volume 1","images/albums/image_xO4blct.jpeg","8/11/2023 11:10:24.-1f+00","2017","f","22"
"386","Песни моей юности","images/albums/image_pzntwa7.jpg","8/11/2023 11:36:01.-1f+00","2013","f","1"
"387","Я объявляю Вам любовь","images/albums/image_0hKFYgK.jpg","9/11/2023 04:11:06.-1f+00","2010","f","1"
"388","Эх, душа моя","images/albums/image_SZ0tf4r.jpg","9/11/2023 08:06:22.-1f+00","2008","f","1"
"389","Романсы","images/albums/image_dwPsTW7.jpg","9/11/2023 08:17:04.-1f+00","2007","f","1"
"390","Чарiвна скрипка","images/albums/image_N9sYe26.jpg","9/11/2023 08:19:03.-1f+00","2008","f","1"
"391","Ultimate 1","images/albums/image_UEJgZ1V.jpg","9/11/2023 10:35:00.-1f+00","2005","f","22"
"392","По дороге домой","images/albums/image_VFalRIN.jpg","13/11/2023 10:54:25.-1f+00","2005","f","1"
"393","Если бы не ты","images/albums/image_r4dCn6y.jpg","14/11/2023 05:01:05.-1f+00","2004","f","1"
"394","Traveller","images/albums/image_2m5mxjw.jpg","14/11/2023 05:43:53.-1f+00","2015","f","23"
"395","Paradox","images/albums/image_hpszXoQ.jpg","14/11/2023 06:17:35.-1f+00","2015","f","24"
"396","Away from The Sun","images/albums/image_fnZHupp.jpg","14/11/2023 07:06:20.-1f+00","2002","f","22"
"397","Hands All Over","images/albums/image_4rBFUQ0.jpg","14/11/2023 08:30:34.-1f+00","2010","f","24"
"398","Хочешь со мной","images/albums/image_p1xSyv4.jpg","14/11/2023 09:46:12.-1f+00","2019","f","25"
"399","Когда погаснут софиты","images/albums/image_WvbcDu9.jpg","14/11/2023 10:06:33.-1f+00","2012","f","1"
"400","Всё, что есть у меня - это голод","images/albums/image_DrnDPUj.jpg","14/11/2023 10:51:57.-1f+00","2019","f","25"
"401","Seventeen Days ( Bonus Track Version)","images/albums/image_MPCOzIr.jpg","14/11/2023 10:59:28.-1f+00","2004","f","22"
"402","Сияй","images/albums/image_66jshQ1.jpg","14/11/2023 11:56:15.-1f+00","2020","f","25"
"403","From A Room Volume: 2","images/albums/image_PFsoSRi.jpg","14/11/2023 12:00:39.-1f+00","2017","f","23"
"404","Катана","images/albums/image_h5uVaN7.jpg","14/11/2023 12:58:23.-1f+00","2021","f","25"
"405","Village","images/albums/image_zvEE8T5.jpg","15/11/2023 04:31:54.-1f+00","2018","f","24"
"406","Starting Over","images/albums/image_bGVmsjs.jpg","15/11/2023 05:05:57.-1f+00","2020","f","23"
"407","3 Doors Down (Bonus Track Version)","images/albums/image_xkknXYh.jpg","15/11/2023 05:11:25.-1f+00","2008","f","22"
"408","Фотоальбом","images/albums/image_ehLuZ2F.jpg","15/11/2023 05:27:22.-1f+00","2011","f","1"
"409","Overexposed","images/albums/image_Q2mRbjK.jpg","15/11/2023 07:12:33.-1f+00","2012","f","24"
"410","Red Pill Blues","images/albums/image_KWBH9fb.jpg","15/11/2023 08:45:16.-1f+00","2017","f","24"
"411","+ (Deluxe Version)","images/albums/image_9ebYbDS.jpg","15/11/2023 10:14:50.-1f+00","2011","f","23"
"412","Handwritten (Deluxe Edition)","images/albums/image_YdDuBtg.jpg","15/11/2023 10:27:39.-1f+00","2015","f","22"
"413","Молодой","images/albums/image_RVFtaI5.jpg","15/11/2023 10:51:42.-1f+00","2023","f","25"
"414","LIMAR","images/albums/image_ZPhucGy.jpg","15/11/2023 12:07:23.-1f+00","2023","f","25"
"415","Starboy","images/albums/image_Ph7lJHV.jpg","15/11/2023 16:29:34.-1f+00","2016","t","22"
"416","V (Deluxe)","images/albums/image_zVVgD9B.jpg","16/11/2023 04:33:47.-1f+00","2014","f","24"
"417","Достучаться до небес","images/albums/image_PKspwGT.jpg","16/11/2023 05:24:16.-1f+00","2009","f","1"
"418","Songs About Jane","images/albums/image_BvYgUrk.jpg","16/11/2023 06:24:15.-1f+00","2002","f","24"
"419","Wonder","images/albums/image_6ztaUSG.jpg","16/11/2023 06:35:29.-1f+00","2020","f","22"
"420","=","images/albums/image_osMVIdK.jpg","16/11/2023 07:23:18.-1f+00","2021","f","23"
"421","The Treatment","images/albums/image_Nny6vmw.jpg","16/11/2023 08:00:27.-1f+00","2013","f","24"
"422","1000 км до мечты","images/albums/image_aHrzP2S.jpg","16/11/2023 09:10:44.-1f+00","2019","f","25"
"423","2002+18","images/albums/image_5uzGoCq.jpg","16/11/2023 10:07:00.-1f+00","2021","f","25"
"424","12","images/albums/image_wWiacTS.jpg","16/11/2023 10:55:14.-1f+00","2022","f","25"
"425","Shawn Mendes","images/albums/image_w5vxAFM.jpg","16/11/2023 10:56:35.-1f+00","2018","f","22"
"426","Only When We're Naked","images/albums/image_Mu7GO9a.jpg","16/11/2023 11:16:43.-1f+00","2017","f","24"
"427","Beauty Behind the Madness","images/albums/image_CgnTUct.jpg","16/11/2023 16:45:46.-1f+00","2015","f","1"
"428","Я-рэп","images/albums/image_OCYs8ZK.jpg","17/11/2023 04:41:42.-1f+00","2007","f","1"
"429","- (Deluxe)","images/albums/image_29NByi8.jpg","17/11/2023 05:08:51.-1f+00","2023","f","23"
"430","Hello from Las Vegas (Deluxe)","images/albums/image_HGpkB9t.jpg","17/11/2023 05:28:48.-1f+00","2019","f","24"
"431","llluminate (Deluxe)","images/albums/image_a5acK9d.jpg","17/11/2023 06:05:54.-1f+00","2016","f","22"
"432","Tuskegee","images/albums/image_gWyhJ9g.jpg","17/11/2023 07:12:09.-1f+00","2012","f","24"
"433","Reanimation","images/albums/image_4D8zWvP.jpg","17/11/2023 09:17:51.-1f+00","2002","f","25"
"434","Письма","images/albums/image_r5whKdT.jpg","17/11/2023 10:05:27.-1f+00","2013","f","1"
"435","E.G.O.","images/albums/image_LPf7Dbq.jpg","17/11/2023 11:47:46.-1f+00","2018","f","22"
"436","÷ (Deluxe)","images/albums/image_8Yfkpa7.jpg","17/11/2023 11:58:46.-1f+00","2017","f","23"
"437","Meteora","images/albums/image_C1a7262.jpg","17/11/2023 12:20:19.-1f+00","2003","f","25"
"444","ВЫХОД В СВЕТ","images/albums/image_2NLavyI.jpg","20/11/2023 04:48:47.-1f+00","2019","f","22"
"439","Если Чё Я Баха","images/albums/image_IdAXrI0.jpg","18/11/2023 05:06:59.-1f+00","2016","f","22"
"440","Dancing On the Ceiling","images/albums/image_NxQL3qc.jpg","18/11/2023 05:38:39.-1f+00","1985","f","24"
"441","Tortadur","images/albums/image_0KfL7hW.jpg","18/11/2023 06:23:35.-1f+00","2011","f","1"
"438","Can't Slow Down","images/albums/image_ptqz5Ci.jpg","18/11/2023 07:01:06.-1f+00","1983","f","24"
"442","Louder Than Words","images/albums/image_BoiNZsk.jpg","20/11/2023 04:08:33.-1f+00","1996","f","24"
"448","Madame X (Deluxe)","images/albums/image_lU8F7UU.jpg","21/11/2023 06:36:08.-1f+00","2019","f","24"
"445","Loud","images/albums/image_PYPjXPM.jpg","20/11/2023 16:17:59.-1f+00","2010","f","1"
"446","Good Girl Gone Bad","images/albums/image_0HtJeyd.jpg","20/11/2023 17:06:38.-1f+00","2007","f","1"
"447","Renaissance","images/albums/image_GZCZxgM.jpg","21/11/2023 04:48:59.-1f+00","2000","f","24"
"449","Всё что мы любим","images/albums/image_uPYNTO3.jpg","21/11/2023 07:26:24.-1f+00","2016","f","22"
"450","Autumn Variations","images/albums/image_XmxtfIU.jpg","21/11/2023 07:26:45.-1f+00","2023","f","23"
"451","Time","images/albums/image_uUqxu7c.jpg","21/11/2023 09:00:22.-1f+00","1998","f","24"
"452","Minutes to Midnight","images/albums/image_66x9oOk.jpg","21/11/2023 11:02:03.-1f+00","2007","f","25"
"454","Мудрец","images/albums/image_5uo6oWf.jpg","22/11/2023 04:19:22.-1f+00","2021","f","22"
"455","Ray of Light","images/albums/image_ZgVoYan.jpg","22/11/2023 04:37:04.-1f+00","1998","f","24"
"456","Баха и Дмитрий Карантино","images/albums/image_w3QJqXq.jpg","22/11/2023 05:30:19.-1f+00","2020","f","22"
"457","No.6 Collaborations Project","images/albums/image_SyMWIMz.jpg","22/11/2023 06:11:05.-1f+00","2019","f","23"
"458","Баста 5 (Часть 2)","images/albums/image_X0cjmld.jpg","22/11/2023 06:12:20.-1f+00","2016","f","1"
"460","Джазовый грув","images/albums/image_KRyAs2u.jpg","22/11/2023 06:42:36.-1f+00","2016","f","22"
"461","Баста 4","images/albums/image_ObX9XCr.jpg","22/11/2023 07:05:40.-1f+00","2013","f","1"
"462","American Life","images/albums/image_jkNxhUF.jpg","22/11/2023 07:27:43.-1f+00","2003","f","24"
"463","Баста 3","images/albums/image_f00RNYe.jpg","22/11/2023 08:15:55.-1f+00","2010","f","1"
"464","Феникс","images/albums/image_gENyTUr.jpg","22/11/2023 08:33:40.-1f+00","2022","f","22"
"465","Confessions on a Dance Floor","images/albums/image_RtA2Uc8.jpg","22/11/2023 08:48:12.-1f+00","2005","f","24"
"466","A Thousand Suns","images/albums/image_itqWzCC.jpg","22/11/2023 09:33:52.-1f+00","2010","f","25"
"467","Баста 2","images/albums/image_gE3A0Yw.jpg","22/11/2023 10:04:29.-1f+00","2007","f","1"
"490","Unapologetic","images/albums/image_ktxwU5f.jpg","24/11/2023 07:16:18.-1f+00","2012","f","22"
"469","LIVING THINGS","images/albums/image_kCC0MSs.jpg","22/11/2023 11:09:41.-1f+00","2012","f","25"
"470","Царица","images/albums/image_mEvgbdD.jpg","22/11/2023 11:10:33.-1f+00","2023","f","22"
"468","Hard Candy","images/albums/image_vh77hMU.jpg","22/11/2023 11:14:33.-1f+00","2008","f","24"
"471","Баста 1","images/albums/image_T3X2nw6.jpg","22/11/2023 11:42:03.-1f+00","2006","f","1"
"1240","Сверхновая","images/albums/image_Jy9JXRE.jpg","20/12/2023 06:27:29.-1f+00","2022","f","22"
"491","Дюны","images/albums/image_e8EYWz3.jpg","24/11/2023 07:19:42.-1f+00","2007","f","1"
"473","The Hunting Party","images/albums/image_h4xGpUa.jpg","22/11/2023 12:35:51.-1f+00","2014","f","25"
"474","X (Deluxe Edition)","images/albums/image_vl5Dj7Y.jpg","22/11/2023 12:45:30.-1f+00","2014","f","23"
"475","Не ищите во мне жанры","images/albums/image_aZZ4mQY.jpg","23/11/2023 05:10:09.-1f+00","2022","f","22"
"476","MDNA","images/albums/image_yxXw43J.jpg","23/11/2023 05:39:45.-1f+00","2012","f","24"
"492","Native","images/albums/image_0ZOsbBJ.jpg","24/11/2023 07:34:40.-1f+00","2013","f","24"
"477","Rated R","images/albums/image_w2DcnuU.jpeg","23/11/2023 08:45:11.-1f+00","2009","f","1"
"478","Talk That Talk","images/albums/image_V2gUePY.jpg","23/11/2023 09:16:08.-1f+00","2011","f","1"
"479","Rebel Heart","images/albums/image_M9VglpY.jpg","23/11/2023 10:31:15.-1f+00","2015","f","24"
"480","One More Light","images/albums/image_0E3z2e7.jpg","23/11/2023 11:18:27.-1f+00","2017","f","25"
"481","JANAVI","images/albums/image_BbitIlH.jpg","23/11/2023 12:26:53.-1f+00","2018","f","25"
"482","Night Visions","images/albums/image_RfEayp7.jpg","23/11/2023 13:28:10.-1f+00","2013","f","1"
"483","Баста / Смоки Мо","images/albums/image_eQtsLNv.jpg","24/11/2023 03:50:09.-1f+00","2015","f","1"
"493","Абсент","images/albums/image_FWIICuh.jpg","24/11/2023 07:37:20.-1f+00","2007","f","1"
"485","True Blue","images/albums/image_CHRHDtu.jpg","24/11/2023 05:21:35.-1f+00","1986","f","24"
"486","New","images/albums/image_pzFvBdQ.jpg","24/11/2023 05:41:32.-1f+00","2015","f","1"
